,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
26048,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, both sexes",52000.0
26049,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, females",31300.0
26050,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, males",53300.0
26051,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations",Average gender pay ratio in annual employment income,0.59
26052,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, both sexes",48000.0
26053,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, females",27100.0
26054,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, males",50000.0
26055,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations",Median gender pay ratio in annual employment income,0.54
26056,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, both sexes",53100.0
26057,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, females",31100.0
26058,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, males",54600.0
26059,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average gender pay ratio in annual wages, salaries and commissions",0.57
26060,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, both sexes",49800.0
26061,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, females",26600.0
26062,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, males",51200.0
26063,2018,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median gender pay ratio in annual wages, salaries and commissions",0.52
26064,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, both sexes",48200.0
26065,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, females",35300.0
26066,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, males",50000.0
26067,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations",Average gender pay ratio in annual employment income,0.71
26068,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, both sexes",32500.0
26069,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, females",25200.0
26070,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, males",32500.0
26071,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations",Median gender pay ratio in annual employment income,0.78
26072,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, both sexes",48900.0
26073,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, females",35400.0
26074,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, males",50900.0
26075,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average gender pay ratio in annual wages, salaries and commissions",0.7
26076,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, both sexes",32500.0
26077,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, females",25200.0
26078,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, males",33700.0
26079,2018,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median gender pay ratio in annual wages, salaries and commissions",0.75
26080,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, both sexes",48900.0
26081,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, females",33000.0
26082,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, males",53200.0
26083,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,Average gender pay ratio in annual employment income,0.62
26084,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, both sexes",39800.0
26085,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, females",28300.0
26086,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, males",43200.0
26087,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,Median gender pay ratio in annual employment income,0.66
26088,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, both sexes",50200.0
26089,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, females",33900.0
26090,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, males",54600.0
26091,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average gender pay ratio in annual wages, salaries and commissions",0.62
26092,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, both sexes",40700.0
26093,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, females",31700.0
26094,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, males",44400.0
26095,2018,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median gender pay ratio in annual wages, salaries and commissions",0.71
26096,2018,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, both sexes",21600.0
26097,2018,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, females",13200.0
26098,2018,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, males",35900.0
26099,2018,"Canada, 25 to 34 years",Occupation unknown,Average gender pay ratio in annual employment income,0.37
26100,2018,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, both sexes",9100.0
26101,2018,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, females",5100.0
26102,2018,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, males",
26103,2018,"Canada, 25 to 34 years",Occupation unknown,Median gender pay ratio in annual employment income,
26104,2018,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, both sexes",22300.0
26105,2018,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, females",13300.0
26106,2018,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, males",36300.0
26107,2018,"Canada, 25 to 34 years",Occupation unknown,"Average gender pay ratio in annual wages, salaries and commissions",0.37
